StateAb,DivisionNm,CandidateNm,PartyNm,BallotPosition
VIC,McEwen,"BUTLER, Deb",Derryn Hinch's Justice Party,5
VIC,McEwen,"HYNDMAN, Robert James",Independent,6
VIC,McEwen,"GRAHAM, Ronnie",Pauline Hanson's One Nation,7
VIC,McEwen,"HAYMAN, Chris",United Australia Party,8
VIC,Melbourne,"RYAN, Judy",Reason Australia,1
VIC,Melbourne,"BANDT, Adam",The Greens,2
VIC,Melbourne,"BLAKE, Dave",Independent,3
VIC,Melbourne,"POPE, Lawrence",Animal Justice Party,4
VIC,Melbourne,"SHERSON, Lauren",Liberal,5
VIC,Melbourne,"CREASEY, Luke",Australian Labor Party,6
VIC,Melbourne,"PECORA, Tony",United Australia Party,7
VIC,Menzies,"KELLEHER, Teresa Mary",Labour DLP,1
VIC,Menzies,"ANDREWS, Kevin",Liberal,2
VIC,Menzies,"YEE, Stella",Australian Labor Party,3
VIC,Menzies,"PAYNE, Rachel",Reason Australia,4
VIC,Menzies,"FULLER, Brett Stephen",United Australia Party,5
VIC,Menzies,"HUMPHREYS, Robert",The Greens,6
VIC,Monash,"VERHOEVEN, John",Independent,1
VIC,Monash,"FOZARD, Michael Stewart",Independent,2
VIC,Monash,"WADDELL, Jeff",Pauline Hanson's One Nation,3
VIC,Monash,"O'DONNELL, Jessica",Australian Labor Party,4
VIC,Monash,"HORNSTRA, William",The Greens,5
VIC,Monash,"BROADBENT, Russell",Liberal,6
VIC,Monash,"SHERRY, Matthew",United Australia Party,7
VIC,Nicholls,"DRUM, Damian",The Nationals,1
VIC,Nicholls,"PARKER, Jeremy",Independent,2
VIC,Nicholls,"BOCK, Andrew",Independent,3
VIC,Nicholls,"HINE, Stewart John",United Australia Party,4
VIC,Nicholls,"LODWICK, Bill",Australian Labor Party,5
VIC,Nicholls,"FREEMAN, Nickee",The Greens,6
VIC,Nicholls,"TYRRELL, Rikkie-Lee",Pauline Hanson's One Nation,7
VIC,Nicholls,"HICKS, Nigel",Independent,8
VIC,Scullin,"GILES, Andrew",Australian Labor Party,1
VIC,Scullin,"HASAN, Firas",United Australia Party,2
VIC,Scullin,"SMITH, Cynthia",The Greens,3
VIC,Scullin,"WHITFIELD, Rod",Animal Justice Party,4
VIC,Scullin,"SINGH, Gurpal",Liberal,5
VIC,Scullin,"ALBARRI, Yassin Akram",Independent,6
VIC,Wannon,"TAYLOR, Zephlyn",The Greens,1
VIC,Wannon,"WALLACE, Joshua",United Australia Party,2
VIC,Wannon,"BILLI, Maurice",Australian Labor Party,3
VIC,Wannon,"DYSON, Alex",Independent,4
VIC,Wannon,"TEHAN, Dan",Liberal,5
VIC,Wills,"MILES, Chris",Animal Justice Party,1
VIC,Wills,"BOLTON, Sue",Victorian Socialists,2
VIC,Wills,"KILLIN, Peter",Liberal,3
VIC,Wills,"PULFORD, Adam",The Greens,4
VIC,Wills,"VENKAT, Manju",United Australia Party,5
VIC,Wills,"KHALIL, Peter",Australian Labor Party,6
WA,Brand,"VANDER VEN, Janine Joy",Australian Christians,1
WA,Brand,"KING, Madeleine",Australian Labor Party,2
WA,Brand,"PLEITER, Jack",Liberal,3
WA,Brand,"MILLS, Karen-Lee",Fraser Anning's Conservative National Party,4
WA,Brand,"FREEMAN, Jody",The Greens,5
WA,Brand,"JONES, Trevor",United Australia Party,6
WA,Brand,"PHELAN, Blake",Western Australia Party,7
WA,Brand,"CARTER, Travis",Pauline Hanson's One Nation,8
WA,Burt,"COLLINS, Simone",The Greens,1
WA,Burt,"KEOGH, Matt",Australian Labor Party,2
WA,Burt,"DEVINCENTIS, Nicole",Pauline Hanson's One Nation,3
WA,Burt,"SAGISAKA, Sarcha",Western Australia Party,4
WA,Burt,"NATION, Naomi",Independent,5
WA,Burt,"GOODE, David",Liberal,6
WA,Burt,"CHAWLA, Sahil",United Australia Party,7
WA,Burt,"SPYKER, Warnar",Australian Christians,8
WA,Burt,"RAFFAELLI, Peter Joseph","Shooters, Fishers and Farmers",9
WA,Canning,"HEFFERNAN, Malcolm Phillip",Fraser Anning's Conservative National Party,1
WA,Canning,"WREFORD, Jackson",Pauline Hanson's One Nation,2
WA,Canning,"van BURGEL, Jamie",Australian Christians,3
WA,Canning,"MOFFAT, Jodie",The Greens,4
WA,Canning,"VEEVERS, Steve",United Australia Party,5
WA,Canning,"HASTIE, Andrew",Liberal,6
WA,Canning,"TEEDE, Mellisa",Australian Labor Party,7
WA,Canning,"CLARKE, Brett",Western Australia Party,8
WA,Cowan,"COOPER, Mark",The Greens,1
WA,Cowan,"ALY, Anne",Australian Labor Party,2
WA,Cowan,"WESTCOTT, Peter",United Australia Party,3
WA,Cowan,"LEBRASSE, Andre",Australian Christians,4
WA,Cowan,"MUNDY, Sheila",Pauline Hanson's One Nation,5
WA,Cowan,"BEDFORD, Paul James","Shooters, Fishers and Farmers",6
WA,Cowan,"STEWART, Isaac",Liberal,7
WA,Curtin,"LEVER, Joan Anne",United Australia Party,1
WA,Curtin,"PIDGEON, Cameron",The Greens,2
WA,Curtin,"HAMMOND, Celia",Liberal,3
WA,Curtin,"STEWART, Louise",Independent,4
WA,Curtin,"EDGAR, Bill",Pauline Hanson's One Nation,5
WA,Curtin,"KINGSFORD, Deonne",Australian Christians,6
WA,Curtin,"MEECHAM, Rob",Australian Labor Party,7
WA,Curtin,"MANGANO, Andrew",Western Australia Party,8
WA,Durack,"PRICE, Melissa",Liberal,1
WA,Durack,"MOUNSEY, Gary",Western Australia Party,2
WA,Durack,"GOULD, Grahame",Pauline Hanson's One Nation,3
WA,Durack,"MAMID, Johani",The Greens,4
WA,Durack,"MORROW, Sharyn",Australian Labor Party,5
WA,Durack,"HATTON, Brenden",United Australia Party,6
WA,Durack,"BOURNE, Scott",The Nationals,7
WA,Forrest,"BOSHAMMER, Nerilee",The Greens,1
WA,Forrest,"McCALL, Mark","Shooters, Fishers and Farmers",2
WA,Forrest,"MARINO, Nola",Liberal,3
WA,Forrest,"JAMIESON, Kalven Wayne",Pauline Hanson's One Nation,4
WA,Forrest,"MARSDEN, Alexander",Independent,5
WA,Forrest,"MOLYNEUX, Ian Bruce",Western Australia Party,6
WA,Forrest,"SANFORD, Wayne",Australian Labor Party,7
WA,Forrest,"BROMLEY, Dale Geoffrey",United Australia Party,8
WA,Fremantle,"KNAPP, Janetia",Western Australia Party,1
WA,Fremantle,"WILSON, Josh",Australian Labor Party,2
WA,Fremantle,"WEARY, Brett",Pauline Hanson's One Nation,3
WA,Fremantle,"LEVER, Fatima",United Australia Party,4
WA,Fremantle,"WAINWRIGHT, Sam",Socialist Alliance,5
WA,Fremantle,"ROBINS, Nicole",Liberal,6
WA,Fremantle,"HUTCHINSON, Jesse",The Greens,7
WA,Fremantle,"MULDER, Laetisia",Australian Christians,8
WA,Hasluck,"WHITE-HARTIG, Fiona","Shooters, Fishers and Farmers",1
WA,Hasluck,"PHELAN, Stephen",Western Australia Party,2
WA,Hasluck,"WYATT, Ken",Liberal,3
WA,Hasluck,"MARTIN, James",Australian Labor Party,4
WA,Hasluck,"WILLIAMS, Brady John",Australian Christians,5
WA,Hasluck,"ORR, Tim",Pauline Hanson's One Nation,6
WA,Hasluck,"DALE, Mike",United Australia Party,7
WA,Hasluck,"MILES, Lee-Anne",The Greens,8
WA,Moore,"WALSH, Tyler",Pauline Hanson's One Nation,1
WA,Moore,"GOODENOUGH, Ian",Liberal,2
WA,Moore,"VUJCICH, Daniel",The Greens,3
WA,Moore,"HOST, Rex",Australian Christians,4
WA,Moore,"JACOBS, Jen",Western Australia Party,5
WA,Moore,"O'GORMAN, Tony",Australian Labor Party,6
WA,Moore,"MURPHY, Ziggi",Independent,7
WA,Moore,"CHILCOTT, Rod",United Australia Party,8
WA,O'Connor,"HASSELL, John",The Nationals,1
WA,O'Connor,"GILMOUR, Nelson Blake",The Greens,2
WA,O'Connor,"PAYNE, Shelley",Australian Labor Party,3
WA,O'Connor,"FELS, Anthony James",United Australia Party,4
WA,O'Connor,"WILSON, Rick",Liberal,5
WA,O'Connor,"'t HART, Ian",Australian Christians,6
WA,O'Connor,"SWIFT, Peter",Western Australia Party,7
WA,O'Connor,"SMITH, Dean",Pauline Hanson's One Nation,8
WA,O'Connor,"ROBINSON, Nicholas Andrew",The Great Australian Party,9
WA,Pearce,"OLD, Sandy",Pauline Hanson's One Nation,1
WA,Pearce,"TRAVERS, Kim",Australian Labor Party,2
WA,Pearce,"PORTER, Christian",Liberal,3
WA,Pearce,"CALAUTTI, Michael",Western Australia Party,4
WA,Pearce,"STRAUSS, Magdeleen",Australian Christians,5
WA,Pearce,"MARSHALL, Eugene",The Greens,6
WA,Pearce,"BLYTH, Steve",The Nationals,7
WA,Pearce,"FORSTER, Rob",United Australia Party,8
WA,Pearce,"WILLIAMSON, Ross","Shooters, Fishers and Farmers",9
WA,Pearce,"BUTLAND, Colin",Independent,10
WA,Perth,"BOXALL, Jane",Western Australia Party,1
WA,Perth,"GORMAN, Patrick",Australian Labor Party,2
WA,Perth,"GRAYDEN, Jim",Liberal,3
WA,Perth,"DAVIES, Gary",Science Party,4
WA,Perth,"HOPKINS, Chas",United Australia Party,5
WA,Perth,"PERKS, Caroline",The Greens,6
WA,Perth,"LOWNDS, Mel",Pauline Hanson's One Nation,7
WA,Perth,"GREENING, Curtis",VOTEFLUX.ORG | Upgrade Democracy!,8
WA,Stirling,"YOUNG, Angus",Pauline Hanson's One Nation,1
WA,Stirling,"CULLITY, Judith",The Greens,2
WA,Stirling,"HUTTON, Dorothy",United Australia Party,3
WA,Stirling,"CONNELLY, Vince",Liberal,4
WA,Stirling,"RE, Elizabeth",Western Australia Party,5
WA,Stirling,"HOST, Kevin",Australian Christians,6
WA,Stirling,"MARKEY, Melita",Australian Labor Party,7
WA,Swan,"IRONS, Steve",Liberal,1
WA,Swan,"KLOMP, Steve",Australian Christians,2
WA,Swan,"THOMAS-WURTH, Virginia Anne",Animal Justice Party,3
WA,Swan,"ADDINK, Carmel",Fraser Anning's Conservative National Party,4
WA,Swan,"HAWKINS ZEEB, Sharron",Western Australia Party,5
WA,Swan,"CRAMER, Liberty",The Greens,6
WA,Swan,"CHEHOFF, Michael",Australia First Party,7
WA,Swan,"McLERNON, Peter",United Australia Party,8
WA,Swan,"CHANG, Tshung-Hui",Pauline Hanson's One Nation,9
WA,Swan,"BEAZLEY, Hannah",Australian Labor Party,10
WA,Tangney,"BOSWELL, Marion",Australian Labor Party,1
WA,Tangney,"RAFFERTY, Scott Rodney",Pauline Hanson's One Nation,2
WA,Tangney,"HORTON, Jillian",Independent,3
WA,Tangney,"STAER, Mark",Australian Christians,4
WA,Tangney,"WADDY, Paul Stephen",Independent,5
WA,Tangney,"SPENCER, Martin",The Greens,6
WA,Tangney,"MORTON, Ben",Liberal,7
WA,Tangney,"FERNANDEZ, Chris",United Australia Party,8
WA,Tangney,"WAUGH, Gavin",Western Australia Party,9
